group,year,date,venue,organizer,title,author,discussant,session,start,end,link
EFACR,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Orazio Attanasio; Christopher Carroll; Jose-Victor Rios-Rull,Form Wage Inequality to Consumption Inequality: Tracking Shocks,"ORAZIO ATTANASIO, University College London and NBER; RICHARD BLUNDELL, University College; IAN PRESTON, University College London; GABRIELLA BERLOFFA, University of Trento",,,"JULY 26, 4:00 PM","JULY 26, 5:15 PM",
EFACR,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Orazio Attanasio; Christopher Carroll; Jose-Victor Rios-Rull,Bankruptcy and Credit Cards: Quantitative Theory,"S.CHATTERJEE, Federal Reserve Bank of Philadelphia; DEAN.CORBEA, University of Pittsburgh; M. NAKAJIMA, University of Pennsylvania; JOSE-VICTOR RIOS-RULL, University of Pennsylvania",,,"JULY 27, 1:00 PM","JULY 27, 2:15 PM",
EFACR,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Orazio Attanasio; Christopher Carroll; Jose-Victor Rios-Rull,The Great American Debtor,"DEAN MAKI, Federal Reserve Board; ANDREAS LENHERT, Federal Reserve Board",,,"JULY 27, 2:30 PM","JULY 27, 3:45 PM",
EFACR,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Orazio Attanasio; Christopher Carroll; Jose-Victor Rios-Rull,Does Stock Market Wealth Matter for Consumption,"KAREN DYNAN, Federal Reserve Board; DEAN MAKI, Federal Reserve Board",,,"JULY 27, 4:00 PM","JULY 27, 5:15 PM",
EFACR,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Orazio Attanasio; Christopher Carroll; Jose-Victor Rios-Rull,Decreasing Relative Risk Aversion and Risk Sharing,"MASAO OGAKI, Ohio State University; QIANG ZHANG, Ohio State University",,,"JULY 28, 1:00 PM","JULY 28, 2:15 PM",http://economics.sbs.ohio-state.edu/pdf/ogaki/pap1.pdf
EFACR,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Orazio Attanasio; Christopher Carroll; Jose-Victor Rios-Rull,"Risk Aversion, Wealth and Financial Imperfections","LUIGI GUISO, University of Sassari; MONICA PAIELLA, University College of London and Bank of Italy",,,"JULY 28, 2:30 PM","JULY 28, 3:15 PM",http://www.nber.org/~confer/2000/si2000/guiso.pdf
EFACR,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Orazio Attanasio; Christopher Carroll; Jose-Victor Rios-Rull,Entrepreneurship,"ANNA MARIA LUSARDI, Dartmouth College; ERIK HURST, University of Chicago",,,"JULY 28, 4:00 PM","JULY 28, 5:15 PM",
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,The Colonial Origins of Comparative Development: An Empirical Investigation,"DARON ACEMOGLU, MIT and NBER; SIMON JOHNSON, MIT; JAMES ROBINSON, UC, Berkeley",,,"JULY 24, 9:00 AM","JULY 24, 10:15 AM",
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,Growth Economics and Reality,"WILLIAM BROCK, University of Wisconsin-Madison; STEVEN DURLAUF, University of Wisconsin-Madison and NBER",,,"JULY 24, 10:45 AM","JULY 24, 12:00 PM",
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,Persistent Inequality,"DILIP MOKHERJEE, Boston University; DEBRAJ RAY, New York University",,,"JULY 25, 9:00 AM","JULY 25, 10:00 AM",http://econ.bu.edu/dilipm/wkpap.htm/PersIneq.pdf
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,Das Human Kapital,"ODED GALOR, Hebrew University; OMER MOAV, Hebrew University",,,"JULY 25, 10:15 AM","JULY 25, 11:15 AM",http://www.nber.org/~confer/2000/si2000/Galor.pdf
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,"Wealth Composition, Endogenous Fertility and the Dynamics of Income Inequality","FERNANDO VELOSO, Ibmec",,,"JULY 25, 11:30 AM","JULY 25, 12:30 PM",
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,The Political Economy of Employment Protection,"GILLES SAINT-PAUL, Universitat Pompreu Fabra",,,"JULY 26, 9:00 AM","JULY 26, 10:00 AM",
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,"Directing Extra Resources to Disadvantages Schools: An Empirical Assessment of the French ""ZEP PROGRAM""","ROLAND BENABOU, Princeton University and NBER; FRANCIS KRAMARZ, INSEE; CORINNE PROST, INSEE",,,"JULY 26, 10:15 AM","JULY 26, 11:15 AM",
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,Equity and Efficiency Effects of Redistributive Policies,"ANANTH SHESHADRI, University of Rochester; KAZUHIRO YUKI, University of Rochester",,,"JULY 26, 11:30 AM","JULY 26, 12:30 PM",
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,Inequality and Growth: What Can the Data Say?,"ABHIJIT BANERJEE, MIT; ESTHER DUFLO, MIT and NBER",,,"JULY 27, 8:50 AM","JULY 27, 9:45 AM",http://econ-www.mit.edu/faculty/eduflo/files/papers/ingrow20.pdf
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,Network Effect and Welfare Cultures,"MARIANNE BERTRAND, Princeton University and NBER; ERZO LUTTMER, University of Chicago; SENDHIL MULLAINATHAN, MIT and NBER",,,"JULY 27, 9:45 AM","JULY 27, 10:40 AM",http://econ-www.mit.edu/faculty/mullain/files/papers/nberwp12.pdf
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,Why is Child Labor Illegal?,"SYLVAIN DESSY, University of Pennsylvania; JOHN KNOWLES, University of Pennsylvania",,,"JULY 27, 10:55 AM","JULY 27, 11:50 AM",
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,Do Neighbors Affect Work Behavior? Evidence form the NLSY79,"BRUCE WEINBURG, Ohio State University; PATRICIA REAGAN, Ohio State University; JEFFREY YANKOW, Furman University",,,"JULY 27, 11:50 AM","JULY 27, 12:45 PM",http://economics.sbs.ohio-state.edu/weinberg/nlsmmsep00.pdf
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,Induced Technical Bias and Wage Inequalities: A Theory of Defensive Innovation,"MATHIAS THOENIG, CREST; THIERRY VERDIER, Delta Trade",,,"JULY 28, 9:00 AM","JULY 28, 10:00 AM",
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,Wage Inequality and the Business Cycle,"GADI BARLEVY, Northwestern University; DANIEL TSIDDON, Tel-Aviv University",,,"JULY 28, 10:15 AM","JULY 28, 11:15 AM",http://www.nber.org/~confer/2000/si2000/barlevyefbdg.pdf
EFDIS,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Roland Benabou; Steven Durlauf; Oded Galor,The Return to Skills,"BETH INGRAM, University of Iowa; GEORGE NEUMANN, University of Iowa",,,"JULY 28, 11:30 AM","JULY 28, 12:30 PM",http://www.nber.org/~confer/2000/si2000/ingram.pdf
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,A Monetary Shock in an Uncertain and Sequential Trade Model,"BENJAMIN EDEN, University of Haifa",,,"JULY 24, 9:00 AM","JULY 24, 10:00 AM",http://www.nber.org/~confer/2000/si2000/eden.pdf
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,Evaluating the Costs of Business Cycles in Models of Endogenous Growth,"GADI BARLEVY, Northwestern University",,,"JULY 24, 10:15 AM","JULY 24, 11:15 AM",http://www.nber.org/~confer/2000/si2000/barlevyefce.pdf
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,Nonconvex Factor Adjustment and the Business Cycle: Do Nonlinearities Matter,"AUBHIK KHAN, University of Virginia; JULIE THOMAS, Carnegie Mellon University",,,"JULY 24, 11:30 AM","JULY 24, 12:30 PM",http://www.nber.org/~confer/2000/si2000/khan.pdf
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,Idiosyncratic Risk and Aggregate Employment Dynamics,"JEFFREY CAMPBELL, University of Chicago; JONAS FISHER, Federal Reserve Bank of Chicago",,,"JULY 25, 9:00 AM","JULY 25, 10:00 AM",
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,Imperfect Credibility and Inflation Persistence,"CHRISTOPHER ERCEG, Federal Reserve Board; ANDREW LEVIN, Federal Reserve Board",,,"JULY 25, 10:15 AM","JULY 25, 11:15 AM",
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,Investment and Interest Rate Policy,"WILLIAM DUPOR, University of Pennsylvania",,,"JULY 25, 11:30 AM","JULY 25, 12:30 PM",http://finance.wharton.upenn.edu/~dupor/invest.pdf
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,An Econometric Model of the Yield Curve with Macroeconomic Jump Effects,"MONIKA PIAZZESI, Stanford University",,,"JULY 26, 9:00 AM","JULY 26, 10:00 AM",http://www.nber.org/~confer/2000/si2000/piazzesi.pdf
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,Efficiency Wages and the Business Cycle,"MICHELLE ALEXOPOULOS, University of Toronto",,,"JULY 26, 10:15 AM","JULY 26, 11:15 AM",
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,Optimal Monetary Policy and Exchange Rate Volatility in a Small Open Economy,"JORDI GALI, Universitat Pompeu Fabra; TOMMASO MONACELLI, Boston College",,,"JULY 26, 11:30 AM","JULY 26, 12:30 PM",http://www.nber.org/~confer/2000/si2000/galimonacelli.pdf
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,Avoiding Liquidity Traps,"JESS BENHABIB, New York University; STEPHANIE SCHMITT-GROHE, Rutgers University; MARTIN URIBE, University of Pennsylvania",,,"JULY 27, 9:00 AM","JULY 27, 10:00 AM",http://www.nber.org/~confer/2000/si2000/cole.pdf
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,Re-Examining the Contributions of Money and Banking Shocks to the U.S. Great Depression,"HAL COLE, Federal Reserve Bank of Minneapolis; LEE OHANIAN, UC, Los Angeles",,,"JULY 27, 10:15 AM","JULY 27, 11:15 AM",http://www.nber.org/~confer/2000/si2000/cole.pdf
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,A Game Theoretic View of the Fiscal Theory of the Price Level,"AM MARCO BASSETTO, Northwestern University",,,"JULY 27, 11:30 AM","JULY 27, 12:30 PM",http://www.nber.org/~confer/2000/si2000/bassetto.pdf
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,"Monetary Shocks, Agency Costs and Business Cycles","CHARLES CARLSTROM, Federal Reserve Bank of Cleveland; TIMOTHY FUERST, Bowling Green State University",,,"JULY 28, 9:00 AM","JULY 28, 10:00 AM",
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,An Optimizing Model of U.S. Wage and Price Dynamics,"ARGIA SBORDONNE, Rutgers University",,,"JULY 28, 10:15 AM","JULY 28, 11:15 AM",
EFCE,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Lawrence Christiano; Martin Eichenbaum,Technology and the Stock Market: 1885-1998,"BOYAN JOVANOVIC, New York University and NBER; PETER ROUSSEAU, Vanderbilt University and NBER",,,"JULY 28, 11:30 AM","JULY 28, 12:30 PM",
EFG,2000,"July 22, 2000",Royal Sonesta Hotel,Kenneth West; Michael Woodford,"Precautionary Savings, LifeCycle and Macroeconomics","PIERRE-OLIVIER GOURINCHAS, Princeton University and NBER",,,"JULY 22, 9:00 AM","JULY 22, 10:00 AM",
EFG,2000,"July 22, 2000",Royal Sonesta Hotel,Kenneth West; Michael Woodford,The Cost Channel of Monetary Transmission,"MARVIN J. BARTH III, Federal Reserve Board of Governors; VALERIE A. RAMEY, UC, San Diego and NBER",,,"JULY 22, 10:30 AM","JULY 22, 11:30 AM",
EFG,2000,"July 22, 2000",Royal Sonesta Hotel,Kenneth West; Michael Woodford,An Exploration into Pigou's Theory of Cycles,"PAUL BEAUDRY, University of British Columbia and NBER; FRANCK PORTIER, Université de Toulouse",,,"JULY 22, 11:30 AM","JULY 22, 12:30 PM",
EFG,2000,"July 22, 2000",Royal Sonesta Hotel,Kenneth West; Michael Woodford,On the Fundamentals of Self-Fulfilling Speculative Attacks,"CRAIG BURNSIDE, The World Bank; MARTIN EICHENBAUM, Northwestern University and NBER; SERGIO REBELO, Northwestern University and NBER",,,"JULY 22, 1:30 PM","JULY 22, 2:30 PM",
EFG,2000,"July 22, 2000",Royal Sonesta Hotel,Kenneth West; Michael Woodford,Expectation Traps and Monetary Policy,"STEFANIA ALBANESI, Northwestern University; V.V. CHARI, University of Minnesota; LAWRENCE CHRISTIANO, Northwestern University and NBER",,,"JULY 22, 3:00 PM","JULY 22, 4:00 PM",
EFG,2000,"July 22, 2000",Royal Sonesta Hotel,Kenneth West; Michael Woodford,The Stock Market and Investment in the New Economy: Some Tangible Facts and Intangible Fictions,"STEPHEN BOND, University of Oxford; JASON G. CUMMINS, New York University",,,"JULY 22, 4:00 PM","JULY 22, 5:00 PM",http://www.nber.org/~confer/2000/efcosi00/bond.pdf
EFFE,2000,"July 18 - 21, 2000",Royal Sonesta Hotel,Francis Diebold; Kenneth West,Nonlinear Features of Realized FX Volatility,"JOHN MAHEU, University of Alberta; THOMAS MCCURDY, University of Toronto",,,"JULY 18, 8:30 AM","JULY 18, 9:30 AM",
EFFE,2000,"July 18 - 21, 2000",Royal Sonesta Hotel,Francis Diebold; Kenneth West,Beyond Merton's Utopia: Effects of Non-normality and Dependence o the Precision of Variance Estimates Using High-frequency Financial Data,"XUEZHENG BAI, University of Chicago; JEFFREY RUSSELL, University of Chicago; GEORGE TIAO, University of Chicago",,,"JULY 18, 9:30 AM","JULY 18, 10:30 AM",http://gsb-www.uchicago.edu/fac/jeffrey.russell/research/hfvar.pdf
EFFE,2000,"July 18 - 21, 2000",Royal Sonesta Hotel,Francis Diebold; Kenneth West,Estimating Stochastic Volatility Diffusions Using Conditional Moments of Integrated Volatility,"TIMOTHY BOLLERSLEV, Duke University and NBER; HAO ZHOU, Duke University",,,"JULY 18, 11:00 AM","JULY 18, 12:00 N",http://www.nber.org/~confer/2000/si2000/zhou.pdf
EFFE,2000,"July 18 - 21, 2000",Royal Sonesta Hotel,Francis Diebold; Kenneth West,Range-Based Estimation of Stochastic Volatility Models,"SASSAN ALIZADEH, University of Pennsylvania; MICHAEL BRANDT, University of Pennsylvania and NBER; FRANCIS DIEBOLD, New York University and NBER",,,"JULY 18, 12:00 N","JULY 18, 1:00 PM",http://www.ssc.upenn.edu/~diebold/papers/paper33/temp.pdf
EFFE,2000,"July 18 - 21, 2000",Royal Sonesta Hotel,Francis Diebold; Kenneth West,Determining the Number of Factors in Approximate Factor Models,"JUSHAN BAI, Boston College; SERENA NG, Boston College",,,"JULY 19, 8:30 AM","JULY 19, 9:30 AM",
EFFE,2000,"July 18 - 21, 2000",Royal Sonesta Hotel,Francis Diebold; Kenneth West,Empirical Bayes Forecasts of One Time Series Using Many Predictors,"JAMES STOCK, Harvard University and NBER; MARK WATSON, Princeton University and NBER",,,"JULY 19, 9:30 AM","JULY 19, 10:30 AM",
EFFE,2000,"July 18 - 21, 2000",Royal Sonesta Hotel,Francis Diebold; Kenneth West,Technical Trading Profitability in Foreign Exchange Markets in the 1900's,"BLAKE LEBARON, Brandeis University and NBER",,,"JULY 19, 11:00 AM","JULY 19, 12:00 N",http://www.nber.org/~confer/2000/si2000/lebaron.pdf
EFFE,2000,"July 18 - 21, 2000",Royal Sonesta Hotel,Francis Diebold; Kenneth West,Asymptotics for Out of Sample Tests of Causality Tests of Equal Forecast Accuracy and Encompassing for Nested Models,"MICHAEL MCCRACKEN, Louisiana State University",,,"JULY 19, 12:00 N","JULY 19, 1:00 PM",http://www.nber.org/~confer/2000/si2000/mccracken.pdf
EFFE,2000,"July 18 - 21, 2000",Royal Sonesta Hotel,Francis Diebold; Kenneth West,Nonparametric Estimation of Single Factor Heath-Jarrow-Morton Term Structure Models and a Test for Path Independence,"ANDREW JEFFREY, Yale University; THONG NGUYEN, Yale University; OLIVER LINTON, Yale University",,,"JULY 20, 8:30 AM","JULY 20, 9:30 AM",http://www.nber.org/~confer/2000/si2000/jeffrey.pdf
EFFE,2000,"July 18 - 21, 2000",Royal Sonesta Hotel,Francis Diebold; Kenneth West,A No-Arbitrage Vector Autoregression of Term Structure Dynamics with Macroeconomic & Latent Variables,"ANDREW ANG, Columbia University; MONIKA PIAZZESI, Stanford University",,,"JULY 20, 9:30 AM","JULY 20, 10:30 AM",http://www.gsb.columbia.edu/faculty/aang/papers/bond.pdf
EFFE,2000,"July 18 - 21, 2000",Royal Sonesta Hotel,Francis Diebold; Kenneth West,Time-Consistent No-Arbitrage Models of the Term Structure,"MICHAEL BRANDT, University of Pennsylvania and NBER; AMIR YARON, University of Pennsylvania and NBER",,,"JULY 20, 11:00 AM","JULY 20, 12:00 N",
EFFE,2000,"July 18 - 21, 2000",Royal Sonesta Hotel,Francis Diebold; Kenneth West,Numerical Techniques for Simulated Maximum Likelihood Estimation of Stochastic Differential Equations,"GARLAND DURHAM, University of North Carolina at Chapel Hill; RONALD GALLANT, University of North Carolina at Chapel Hill",,,"JULY 21, 8:30 AM","JULY 21, 9:30 AM",http://www.biz.uiowa.edu/faculty/gdurham/smle.pdf
EFFE,2000,"July 18 - 21, 2000",Royal Sonesta Hotel,Francis Diebold; Kenneth West,Accelerated Asymptotics for Diffusion Model Estimation,"FEDERICO BANDI, University of Chicago; PETER PHILLIPS, Yale University",,,"JULY 21, 9:30 AM","JULY 21, 10:30 AM",
EFFE,2000,"July 18 - 21, 2000",Royal Sonesta Hotel,Francis Diebold; Kenneth West,Spectral GMM Estimation of Continuous-Time Processes,"GEORGE CHACKO, Harvard University; LUIS VICEIRA, Harvard University and NBER",,,"JULY 21, 11:00 AM","JULY 21, 12:00 N",
EFMPL,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Richard Rogerson; Randall Wright,Credit Market Frictions and the Allocation of Resources Over the Business Cycle,"GADI BARLEVY, Northwestern University",,,"JULY 24, 1:00 PM","JULY 24, 2:00 PM",http://www.nber.org/~confer/2000/si2000/barlevyefrw.pdf
EFMPL,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Richard Rogerson; Randall Wright,Martial Instability and Aging: Macroeconomic Consequences of the U.S. Experience,"NEZIH GUNER, University of Pennsylvania; JOHN KNOWLES, University of Pennsylvania",,,"JULY 24, 2:15 PM","JULY 24, 3:15 PM",
EFMPL,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Richard Rogerson; Randall Wright,Aggregate Implications of Workweek Restrictions,"VICTORIA OSUNA, Universidad de Carlos III de Madrid; VICTOR RIOS-RULL, University of Pennsylvania",,,"JULY 24, 3:30 PM","JULY 24, 4:30 PM",
EFMPL,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Richard Rogerson; Randall Wright,New Deal Policies and the Persistence of the Great Depression: A General Equilibrium Analysis,"HAL COLE, Federal Reserve Bank of Minneapolis; LEE OHANIAN, UC, Los Angeles",,,"JULY 25, 1:00 PM","JULY 25, 2:00 PM",http://research.mpls.frb.fed.us/research/wp/wp597.pdf
EFMPL,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Richard Rogerson; Randall Wright,On the Welfare Gains of Reducing the Likelihood of Depressions,"DEAN CORBAE, University of Pittsburgh; SATYAJIT CHATTERJEE, Federal Reserve Bank of Philadelphia",,,"JULY 25, 2:15 PM","JULY 25, 3:15 PM",http://www.nber.org/~confer/2000/si2000/corbae.pdf
EFMPL,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Richard Rogerson; Randall Wright,Unveiling the Home Sector: Bayesian Estimates of Aggregate Home Production Models,"YONGSUNG CHANG, University of Pennsylvania; FRANK SCHORFHEIDE, University of Pennsylvania",,,"JULY 25, 3:30 PM","JULY 25, 4:30 PM",
EFMPL,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Richard Rogerson; Randall Wright,Matching with Heterogeneity,"IAN KING, Auckland University; BENOIT JULIEN; JOHN HILLAS",,,"JULY 26, 1:00 PM","JULY 26, 2:00 PM",http://www.nber.org/~confer/2000/si2000/king.pdf
EFMPL,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Richard Rogerson; Randall Wright,Pricing and Matching with Frictions,"KENNETH BURDETT, University of Essex; RANDALL WRIGHT, University of Pennsylvania and NBER; SHOUYONG SHI",,,"JULY 26, 2:15 PM","JULY 26, 3:15 PM",http://www.nber.org/~confer/2000/si2000/wrightpri.pdf
EFMPL,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Richard Rogerson; Randall Wright,"Matching, Searching, and Heterogeneity","ROBERT SHIMER, Princeton University; LONES SMITH",,,"JULY 26, 3:30 PM","JULY 26, 4:30 PM",http://www.nber.org/~confer/2000/si2000/shimer.pdf
EFMPL,2000,"July 24 - 28, 2000",Royal Sonesta Hotel,Richard Rogerson; Randall Wright,Unstable Relationships,"KENNETH BURDETT, Essex University; RANDALL WRIGHT, University of Pennsylvania and NBER",,,"JULY 27, 1:00 PM","JULY 27, 2:00 PM",http://www.nber.org/~confer/2000/si2000/wrightun.pdf
